x,y,z,vx,vy,vz,rho,e,P
-0.503995,-0.0571704,-0.0856484,7.48233e-05,-0.000942104,0.00195701,25.9272,2.5,25.9272
-0.479999,-0.0570895,-0.0857816,1.34686e-05,0.00193979,-5.37152e-05,68.1634,2.5,68.1634
-0.456158,-0.0568027,-0.0856794,-0.00135655,0.00377383,0.000668233,0.949951,2.5,0.94995
-0.431977,-0.0570356,-0.0857689,6.37417e-05,0.00242256,-0.00017025,30.9127,2.5,30.9127
-0.407857,-0.0571529,-0.0856556,0.00136032,0.000227272,0.000834638,6.92105,2.5,6.92105
-0.384074,-0.0571405,-0.0858625,-0.00195744,-0.000254822,-0.0021601,0.613297,2.5,0.613297
-0.359937,-0.0571485,-0.0854689,0.00151877,0.00110709,0.00257955,23.3112,2.5,23.3112
-0.336071,-0.0571357,-0.0857178,-0.00156378,0.000353641,-2.69256e-05,80.5706,2.5,80.5707
-0.311927,-0.0571016,-0.0856033,0.00187471,0.000671513,0.00322191,39.5187,2.5,39.5187
-0.288,-0.0571181,-0.0856311,-8.28487e-06,-0.000188081,0.000732147,7.05754,2.5,7.05755
-0.26402,-0.0573546,-0.0855258,-0.000610314,-0.00220239,0.00408046,1.80237,2.5,1.80237
-0.23998,-0.0569354,-0.0856864,0.000611463,0.00247796,0.000219383,6.50449,2.5,6.50448
-0.216122,-0.0570485,-0.0857538,-0.00134827,0.000500814,0.000318957,1.37486,2.5,1.37486
-0.191942,-0.0570645,-0.0857312,0.00076955,0.000534946,8.17737e-05,3.33177,2.5,3.33178
-0.167937,-0.0571602,-0.085736,0.000611326,-0.000800874,0.000215013,31.0298,2.5,31.0298
-0.144002,-0.0572368,-0.0855518,-6.84025e-05,-0.00210668,0.00190541,10.4021,2.5,10.4021
-0.120017,-0.0571661,-0.0856599,-0.000339687,-0.00100861,0.00183129,12.7773,2.5,12.7773
-0.0960301,-0.0572585,-0.0857062,-2.4312e-06,-0.00167002,-0.00035222,119.174,2.5,119.174
-0.0719808,-0.0571533,-0.0857303,-1.61427e-05,-3.98098e-05,0.000506627,225.221,2.5,225.221
-0.0479822,-0.0571036,-0.0857674,0.000286859,0.000786149,-0.000928309,112.879,2.5,112.879
-0.0240004,-0.0572026,-0.0857514,8.93854e-06,-0.00118157,0.000938193,15.8952,2.5,15.8952
4.76375e-06,-0.0571434,-0.0856384,7.27463e-05,0.00107041,0.00153472,29.4818,1.795,21.1679
0.119993,-0.0570489,-0.0858776,-8.10677e-05,0.00157266,-0.00209741,19.524,1.795,14.0182
0.239995,-0.0571324,-0.0858893,-5.86283e-05,0.000231338,-0.00133887,1.14864,1.795,0.824725
0.359997,-0.0573007,-0.0859194,7.31063e-06,-0.00373152,-0.00096637,25.5772,1.795,18.3644
0.479995,-0.0571799,-0.0859156,-5.88791e-05,-0.000737635,-0.000893048,17.1701,1.795,12.3282
0.599997,-0.0571616,-0.0859078,4.02616e-05,-5.01538e-05,-0.00141836,171.007,1.795,122.783
-0.57603,-0.0286819,-0.0858102,-0.000487026,-0.00122538,-0.00119582,2.95685,2.5,2.95685
-0.551971,-0.0286825,-0.0856644,0.000456363,-0.00133519,0.000295752,2.73313,2.5,2.73313
-0.528121,-0.0284995,-0.0856641,-0.0013175,0.00127694,0.0016812,1.127,2.5,1.127
-0.503942,-0.0284837,-0.0857743,0.000851265,0.00201687,-0.00127632,42.2787,2.5,42.2787
-0.479942,-0.028584,-0.0857047,0.000456772,0.000333935,-6.79934e-06,330.246,2.5,330.246
-0.455998,-0.0285407,-0.0858105,4.27552e-05,0.000360223,-0.000296997,81.2513,2.5,81.2513
-0.432048,-0.0285058,-0.0858756,-0.000395528,0.00107982,-0.00153643,12.996,2.5,12.996
-0.408083,-0.0285775,-0.0857725,-0.000946273,-0.0010101,-0.000991105,69.1565,2.5,69.1566
-0.38388,-0.0285411,-0.0857617,0.00116974,0.00201117,-0.000538323,8.53471,2.5,8.53471
-0.360015,-0.0285601,-0.0858266,-0.000184101,0.000313193,-0.00100302,1.69203,2.5,1.69203
-0.336005,-0.028489,-0.0857152,0.0001549,0.00181814,0.000235887,19.3969,2.5,19.3968
-0.311975,-0.0285672,-0.0858033,0.00019404,-0.000171019,-0.000915481,0.491043,2.5,0.491043
-0.288,-0.0285348,-0.0855913,-3.15086e-06,0.000629361,0.00247013,1.29579,2.5,1.2958
-0.264095,-0.0286579,-0.0858089,-0.00141584,-0.00123054,-0.000867094,2.71735,2.5,2.71735
-0.23991,-0.0285496,-0.085977,0.00136719,-0.000416177,-0.00291129,1.6128,2.5,1.6128
-0.216003,-0.028848,-0.0859884,-4.08801e-05,-0.00539746,-0.00353926,2.82506,2.5,2.82506
-0.192054,-0.0286172,-0.0857075,-0.000545072,-0.00131374,0.000446752,23.5038,2.5,23.5038
-0.167944,-0.0286932,-0.0857875,0.000609568,-0.00395369,0.000318427,4.49861,2.5,4.49861
-0.144003,-0.0286309,-0.0857573,-9.48797e-06,-0.001375,0.000604652,2.5921,2.5,2.59209
-0.120004,-0.028434,-0.0856829,9.43329e-06,0.00248136,0.00197115,33.7851,2.5,33.7851
-0.0960255,-0.0285518,-0.0857231,-0.000295352,0.00101318,-0.000955146,77.5025,2.5,77.5025
-0.0720345,-0.0284891,-0.0856686,-0.00158546,0.00128636,0.000490929,28.6015,2.5,28.6016
-0.0479451,-0.028695,-0.0857877,0.00181459,-0.000316201,-0.00139807,2.20065,2.5,2.20065
-0.0241084,-0.0287039,-0.0857964,-0.0014864,-0.00105647,-0.000710242,16.7292,2.5,16.7292
0.000104302,-0.0285169,-0.0857435,0.00139721,0.00111532,-0.000667516,38.3404,1.795,27.5284
0.12,-0.0285672,-0.0859459,-9.50564e-06,-0.00135537,-0.00248898,24.1566,1.795,17.3444
0.239994,-0.0284948,-0.0860845,-6.21949e-05,0.00054329,-0.00386943,19.6541,1.795,14.1116
0.36,-0.0284127,-0.086095,-2.23469e-05,0.00169635,-0.00386921,5.5903,1.795,4.01382
0.48,-0.0285245,-0.0860771,-1.67428e-06,0.000484617,-0.00303821,171.378,1.795,123.049
0.6,-0.0285578,-0.0859767,4.26994e-06,-0.000496038,-0.000821043,25.4145,1.795,18.2476
-0.576037,-0.000115552,-0.0857013,-0.000515462,-0.00232447,0.000775934,0.759689,2.5,0.759688
-0.55199,5.90172e-06,-0.0856245,0.000233755,-0.00069503,0.00212425,13.9414,2.5,13.9414
-0.527973,-0.000111785,-0.0855538,0.000318612,-0.00141327,0.00182163,1.34284,2.5,1.34284
-0.504001,-1.18365e-05,-0.0857018,-3.10133e-05,-0.000415003,-0.00130084,4.17366,2.5,4.17366
-0.48011,3.07537e-05,-0.0858166,-0.00131053,0.000299059,-0.00024043,89.5206,2.5,89.5207
-0.455891,0.000109972,-0.0857805,0.00130746,0.00236638,-0.00195728,78.6794,2.5,78.6795
-0.431999,7.21666e-05,-0.0858045,4.70519e-05,0.00147106,-0.000488102,13.4571,2.5,13.4571
-0.408082,1.17898e-07,-0.0857923,-0.000596991,0.000920831,0.000245172,13.8891,2.5,13.8891
-0.383936,0.000110346,-0.0855543,0.000387325,0.0016119,0.00085242,0.435154,2.5,0.435154
-0.359982,-2.32178e-05,-0.0857652,0.000244849,-1.66176e-05,-0.00137565,25.5548,2.5,25.5548
-0.336001,-6.84792e-05,-0.0857569,-1.02262e-05,-0.00140678,0.000453827,4.14663,2.5,4.14663
-0.311999,-7.61597e-05,-0.0858713,2.21964e-05,-0.00112504,-0.00160034,24.8821,2.5,24.8821
-0.287998,-7.96945e-06,-0.0858281,1.66838e-05,-0.000472778,-0.00140665,4.03235,2.5,4.03235
-0.263999,0.000118619,-0.0857885,2.27062e-05,0.00137698,-0.00205626,1.53248,2.5,1.53248
-0.24004,6.00678e-05,-0.0858143,-0.000463616,0.00182053,-0.00150601,68.5107,2.5,68.5106
-0.215955,5.19459e-05,-0.0857867,0.00051376,0.000297136,-2.66624e-05,2.59888,2.5,2.59888
-0.192001,-7.46249e-05,-0.085693,2.72716e-06,-0.000612093,0.00060675,2.54822,2.5,2.54822
-0.167999,9.42371e-05,-0.0856997,9.21281e-06,0.00163997,0.000406042,3.5742,2.5,3.5742
-0.144006,4.14082e-05,-0.0857146,-0.000612453,0.00122267,-0.000217299,13.1387,2.5,13.1387
-0.120013,6.39671e-05,-0.0857196,0.000344632,0.000480152,0.00186573,2.31478,2.5,2.31478
-0.0959957,5.35758e-05,-0.0856524,5.82472e-05,7.78191e-05,0.000222606,11.2103,2.50001,11.2103
-0.0720115,1.20016e-05,-0.0864965,-0.000103014,0.000310473,-0.00652201,3.9063,2.5,3.9063
-0.0479759,-7.46738e-05,-0.0854065,0.000312306,-0.000748501,0.00349238,5.89551,2.5,5.8955
-0.023998,8.79464e-05,-0.0856327,1.99276e-05,0.000451837,-3.62928e-05,1.71697,2.5,1.71697
1.91137e-06,-3.05037e-05,-0.085605,2.72618e-05,-0.000569939,0.00165938,0.991135,1.795,0.711634
0.119997,-0.000192413,-0.0859463,2.81141e-06,-0.00221997,-0.00152908,0.454692,1.795,0.326469
0.239995,-3.97353e-05,-0.0856118,-5.79097e-05,-0.00190077,0.00186874,1.09839,1.795,0.788644
0.360002,-4.51506e-06,-0.0856611,4.51055e-05,-0.00121447,0.00222328,0.78488,1.795,0.563543
0.480001,-8.06264e-05,-0.0857515,1.04363e-05,-0.00157903,0.000273106,124.756,1.795,89.5748
0.600001,-1.57894e-05,-0.0857251,2.82883e-05,0.000321015,1.07187e-06,28.7329,1.795,20.6302
-0.576019,0.028103,-0.0858583,-0.000158492,-0.00786036,-0.00220278,15.2143,2.49999,15.2143
-0.552042,0.0286075,-0.0855413,-0.000332872,3.55546e-05,0.00164935,103.696,2.5,103.696
-0.527943,0.0285784,-0.0855378,0.000414598,0.000843967,0.00242263,15.2961,2.5,15.2961
-0.503998,0.0284385,-0.0856554,2.83961e-05,-0.00196443,0.000916638,0.601253,2.5,0.601254
-0.48,0.0285331,-0.0857668,-1.42708e-06,0.00012931,-0.000597425,60.626,2.5,60.626
-0.455998,0.0285822,-0.0856898,3.74757e-05,0.000224565,0.00223209,41.6606,2.5,41.6606
-0.432018,0.0285266,-0.0856801,-0.000309152,6.42803e-05,0.00122428,0.876105,2.5,0.876105
-0.408004,0.0284865,-0.0857035,-0.00018371,-0.00108264,-0.0006137,54.9444,2.5,54.9444
-0.384037,0.0286174,-0.0857291,-0.00019045,0.000334509,-0.000576914,2.16418,2.5,2.16418
-0.359985,0.0285249,-0.0856608,0.000430095,-0.000623422,0.000653681,4.51492,2.5,4.51492
-0.336003,0.0285196,-0.0857753,-3.47367e-05,-0.0010009,0.000139722,1.50331,2.5,1.50331
-0.312037,0.0287663,-0.085636,-0.000319132,0.00378843,0.000869522,8.34279,2.5,8.34279
-0.287966,0.0286237,-0.0857675,0.000301052,0.000905825,-0.000435645,113.619,2.5,113.619
-0.264,0.0287015,-0.0858272,4.63509e-05,0.00197565,-0.000960072,404.301,2.5,404.301
-0.240004,0.0286442,-0.0859137,-2.57901e-05,0.0013242,-0.00189187,107.504,2.5,107.504
-0.216028,0.0286228,-0.0855968,-0.000272798,-0.000170523,0.000842894,6.53532,2.5,6.53532
-0.191944,0.0286021,-0.0857966,0.000429827,0.000672305,-0.00140963,2.43446,2.5,2.43446
-0.168002,0.0286427,-0.0857739,-0.000668325,0.000210217,-0.00144897,15.9713,2.5,15.9713
-0.144032,0.0285345,-0.0858428,-0.000745594,-0.000237977,-0.00142723,1.41696,2.5,1.41696
-0.119967,0.0285828,-0.0857684,0.00138543,-1.1509e-05,-0.000991118,17.6311,2.5,17.6311
-0.0960104,0.0284378,-0.0855134,-0.000238734,-0.00167419,0.00352497,18.1205,2.5,18.1205
-0.0721517,0.0286343,-0.0854922,-0.00100135,0.00158826,0.00204978,1.33969,2.5,1.33969
-0.0480054,0.028501,-0.0854845,-5.21291e-05,-0.00136015,0.00189708,19.5606,2.5,19.5607
-0.0238635,0.0285735,-0.085852,0.00099473,0.000293842,-0.00211342,10.1508,2.5,10.1508
2.69889e-05,0.0286516,-0.0855555,0.000273909,0.00101506,0.0021373,22.2368,1.795,15.966
0.120004,0.0285597,-0.0858672,3.09399e-05,-0.000296457,-0.00127841,7.22533,1.795,5.18779
0.24,0.0285193,-0.0860849,5.7871e-05,0.000268766,-0.00379607,9.01161,1.795,6.47033
0.359995,0.0286126,-0.0860334,-2.96253e-05,0.00128095,-0.00310077,3.04934,1.795,2.18942
0.479995,0.0285195,-0.0859404,-1.19606e-05,-0.00148957,-0.00217521,10.1278,1.795,7.27177
0.599994,0.0285879,-0.0860099,-6.0844e-05,0.00132461,-0.00332039,89.9279,1.795,64.5681
-0.576004,0.0567934,-0.0855996,-0.000324467,-0.004421,-0.00141253,29.8423,2.5,29.8423
-0.552001,0.0573612,-0.0856294,0.000264694,0.00297441,0.00165626,14.185,2.5,14.1849
-0.528001,0.0571636,-0.0857384,3.38838e-06,-0.000237308,-0.000210256,2.52862,2.5,2.52862
-0.503999,0.0571457,-0.0858047,5.59273e-05,0.000930358,-0.00139782,8.99538,2.5,8.99538
-0.48,0.0571311,-0.085917,1.11969e-05,9.66511e-05,-0.00205283,14.8236,2.5,14.8236
-0.455998,0.057052,-0.0856682,1.3786e-05,-0.00121848,0.00168177,1.27655,2.5,1.27655
-0.432001,0.0570293,-0.0857561,2.0463e-05,-0.00110619,0.00121032,2.66516,2.5,2.66516
-0.408081,0.0570186,-0.0859049,-0.000590635,-0.00144289,-0.00248253,4.1366,2.5,4.1366
-0.383918,0.057045,-0.0857944,0.000665953,-0.00140082,-0.00229687,0.278365,2.5,0.278365
-0.359998,0.0569924,-0.0855091,5.22639e-05,-0.00172389,0.00373173,4.53571,2.5,4.53571
-0.335999,0.056721,-0.0856679,-2.07848e-05,-0.00430294,0.00136251,59.1735,2.5,59.1736
-0.311998,0.0571225,-0.0859737,1.70998e-05,-0.000351962,-0.00275438,13.215,2.5,13.2151
-0.288024,0.0571078,-0.0858329,-0.00154699,0.000296223,-0.00139511,71.5846,2.5,71.5845
-0.263975,0.0571631,-0.0856218,0.00156393,0.000467417,0.00166095,1.44139,2.5,1.44139
-0.239998,0.0571805,-0.0855964,2.33115e-05,-5.96016e-05,0.00116203,37.3609,2.5,37.3609
-0.216001,0.0571753,-0.0858029,-3.1167e-05,8.72893e-06,-0.00099975,24.0046,2.5,24.0046
-0.192004,0.057168,-0.0858916,-0.000307994,0.000337665,-0.00436849,12.041,2.5,12.041
-0.167993,0.0570932,-0.0857681,0.000309325,-0.000327225,0.000302395,3.06225,2.5,3.06225
-0.144001,0.0570776,-0.0857362,-8.33932e-06,-0.00106659,-0.000848652,1.51089,2.5,1.51089
-0.120131,0.0573208,-0.085905,-0.00273623,0.00324359,-0.00235945,20.1727,2.5,20.1727
-0.0958653,0.0572302,-0.0858415,0.00275056,0.00100305,-0.00072698,23.5235,2.5,23.5235
-0.0719927,0.0572062,-0.0859486,7.31058e-05,0.000744158,-0.00304334,16.8658,2.5,16.8658
-0.0480621,0.0570449,-0.0857624,-0.00139355,-0.00102973,-0.00143196,16.1172,2.5,16.1172
-0.0239507,0.0570637,-0.085617,0.00015131,-0.00129616,0.000656707,32.9352,2.5,32.9352
1.5241e-05,0.057114,-0.0856977,0.0012139,-0.000965172,4.60961e-05,16.9929,1.795,12.2009
0.119997,0.0571503,-0.0858963,-1.75196e-06,-0.000719085,-0.00106119,1.04246,1.795,0.748488
0.239993,0.057165,-0.0857437,-4.38249e-05,0.00137126,0.000164467,2.90027,1.795,2.08239
0.359997,0.0571145,-0.0858752,-2.8917e-06,-0.000850702,-0.00300668,50.0305,1.795,35.9219
0.479995,0.0572374,-0.0858023,-1.05027e-05,0.00253407,-0.000699659,11.1656,1.795,8.01692
0.599994,0.0571758,-0.0858081,-4.25494e-05,0.00115033,-0.000935013,95.8552,1.795,68.824
-0.575999,0.0856616,-0.0857114,3.72628e-05,-0.000289569,-0.00022815,2.84288,2.5,2.84288
-0.552022,0.0856643,-0.0856625,-0.000501608,-0.000230285,0.000865484,2.52177,2.5,2.52178
-0.528006,0.0857446,-0.0857686,0.000266866,0.000390255,-0.00133377,1.73731,2.5,1.73731
-0.504153,0.0857287,-0.0857316,-0.00161166,1.1399e-05,5.36099e-05,31.9416,2.5,31.9416
-0.479913,0.085859,-0.0857743,-0.00090674,0.00191025,-0.00103925,27.8665,2.5,27.8665
-0.456038,0.0856586,-0.085483,0.000701309,-0.000333331,0.0062113,2.00577,2.5,2.00577
-0.43195,0.0858716,-0.0859163,0.000684016,0.00185656,-0.00169437,21.5764,2.5,21.5764
-0.407916,0.0860509,-0.0858608,0.00135397,0.00526688,-0.00121444,55.2555,2.5,55.2555
-0.384001,0.0854853,-0.0856559,-1.11239e-05,-0.00229652,0.00156904,32.5244,2.5,32.5244
-0.360004,0.085648,-0.0857438,-4.92149e-05,-0.00144662,0.000580212,35.6756,2.5,35.6756
-0.336032,0.0856056,-0.0857824,-0.000710557,-0.00236016,0.000379258,20.0038,2.5,20.0038
-0.31197,0.0858419,-0.0858387,0.000700313,0.00252183,-0.00168464,48.3959,2.5,48.3959
-0.287997,0.0857515,-0.0857443,5.10601e-05,0.000105801,-0.000363115,18.7377,2.5,18.7377
-0.264001,0.08581,-0.0857576,-3.23059e-05,0.00055342,-0.00179034,12.3074,2.5,12.3075
-0.240029,0.085753,-0.085731,-0.00037376,0.00057698,-0.000385939,6.40316,2.5,6.40316
-0.216066,0.0856693,-0.0858216,-0.000548555,-0.00061928,-0.0015109,2.81496,2.5,2.81497
-0.191907,0.0855622,-0.0857403,0.000920268,-0.00155578,0.000743318,3.04115,2.5,3.04115
-0.168015,0.0855445,-0.0858461,-0.00021631,-0.00128436,-0.000531512,12.8256,2.5,12.8256
-0.143994,0.0857717,-0.0858461,0.000101908,0.000703333,-0.001441,9.23023,2.5,9.23023
-0.120001,0.085571,-0.0856973,-5.52931e-05,-0.00212505,0.000288348,58.888,2.5,58.888
-0.0960123,0.0856607,-0.0857151,-0.00014557,-0.000431715,0.000795356,22.1016,2.5,22.1016
-0.0719865,0.0857528,-0.0855393,0.000200707,-6.5739e-06,0.00160594,7.97473,2.5,7.97473
-0.04801,0.0855604,-0.085792,-0.0013755,-0.00199314,0.00103881,0.597681,2.5,0.597682
-0.0239933,0.085517,-0.0858378,0.00133813,-0.0024735,-0.00255578,2.44788,2.5,2.44788
-1.56142e-06,0.0857496,-0.085706,-2.56188e-05,0.000442721,-2.92226e-05,1.45472,1.795,1.04449
0.119999,0.0857642,-0.0857386,-1.54961e-05,0.000917117,0.00157165,15.4713,1.795,11.1084
0.240007,0.0857237,-0.0858986,5.62955e-05,0.000163656,-0.00093286,0.262638,1.795,0.188574
0.360005,0.0857108,-0.0860602,5.4473e-05,-0.000501732,-0.00245373,2.86072,1.795,2.054
0.480007,0.085684,-0.0860464,8.00507e-05,-0.00036721,-0.00327891,11.5317,1.795,8.27978
0.600008,0.0856986,-0.0860535,0.000106611,0.000134865,-0.00274387,87.0953,1.795,62.5345
-0.576007,0.114161,-0.0856802,-4.76579e-05,-0.00113641,0.00111146,0.980682,2.5,0.980682
-0.552021,0.114207,-0.0857424,-0.000197224,-0.000854646,0.000209662,1.01048,2.5,1.01048
-0.527973,0.11425,-0.085695,0.000267887,-0.00149298,-0.000384653,11.1903,2.5,11.1903
-0.503999,0.114369,-0.0856227,-4.57622e-06,0.000797431,-0.000477662,39.1577,2.5,39.1577
-0.479999,0.114305,-0.0858406,-4.0948e-06,-0.000684198,-0.00239904,2.40747,2.5,2.40747
-0.455998,0.114413,-0.0858254,1.39318e-05,0.000772611,-0.00143367,3.85482,2.5,3.85482
-0.431999,0.114261,-0.0857628,3.83776e-06,-0.00181848,-0.000682035,7.72018,2.5,7.72019
-0.408001,0.114273,-0.0857748,3.32647e-06,0.000490493,-0.00115811,6.0989,2.5,6.09889
-0.384012,0.114237,-0.0856026,-0.000262838,-0.000711428,0.00165281,39.3877,2.5,39.3877
-0.359991,0.114222,-0.0857281,0.000244944,0.000308338,0.000518806,27.0461,2.5,27.0461
-0.336001,0.114197,-0.0857165,-2.69498e-05,0.000211566,-3.38516e-05,262.689,2.5,262.689
-0.312092,0.114306,-0.0858411,-0.00127183,0.000677127,-0.00131493,137.343,2.5,137.343
-0.287912,0.1142,-0.0857259,0.00116988,-0.00143114,0.00088495,9.01477,2.5,9.01478
-0.264025,0.11409,-0.0858607,-0.00140258,-0.00255406,-0.00153719,14.8755,2.5,14.8755
-0.24,0.11431,-0.0856996,5.0882e-05,0.000161436,0.000175982,52.9539,2.5,52.9539
-0.215978,0.114084,-0.0857214,0.00136527,-0.00262724,0.000384562,43.1858,2.5,43.1858
-0.192002,0.113848,-0.0856576,-2.39182e-06,-0.00487063,0.00100307,78.3356,2.49999,78.3354
-0.167999,0.114275,-0.0856683,2.70291e-05,-0.000382596,0.000928897,66.176,2.5,66.176
-0.144004,0.11436,-0.0857387,-3.72133e-05,0.00110085,5.26059e-05,63.7543,2.5,63.7544
-0.120002,0.114301,-0.0856251,-2.41683e-05,0.000228139,0.000211973,31.3179,2.5,31.3179
-0.0960467,0.114231,-0.0856808,-0.00036236,0.000910281,-0.000459996,4.1751,2.5,4.17511
-0.0719618,0.114264,-0.0857475,0.000268934,-0.000710556,0.000210615,29.8469,2.5,29.847
-0.0480775,0.114425,-0.0857272,-0.00204187,0.00160881,-0.000435776,5.44636,2.5,5.44636
-0.0239481,0.114337,-0.0855679,0.00165166,-0.000799589,0.0030728,81.3371,2.5,81.3371
2.16301e-05,0.114209,-0.0856147,0.000344731,-0.00198389,0.00138307,46.4597,1.795,33.358
0.119994,0.114486,-0.0857335,-4.54083e-05,0.00147687,0.00134804,6.57946,1.795,4.72405
0.239994,0.114362,-0.0860574,-5.7418e-05,-0.000285594,-0.00219091,30.3893,1.795,21.8195
0.359992,0.114374,-0.0862331,-8.30046e-05,-0.000547603,-0.00464322,9.29333,1.79499,6.67259
0.479993,0.114413,-0.0860967,-6.09153e-05,-0.00116285,-0.00225262,1.34544,1.795,0.966027
0.599993,0.114364,-0.08616,-5.67175e-05,0.000520653,-0.00489813,4.27271,1.795,3.0678
-0.576001,0.142741,-0.0857844,8.40604e-06,-0.00193054,-0.000342589,4.64686,2.5,4.64686
-0.55208,0.14283,-0.0857335,-0.00141462,0.000213059,0.000658286,46.528,2.5,46.528
-0.527921,0.142857,-0.0856642,0.00142801,-0.000330698,0.000770435,13.56,2.5,13.56
-0.503999,0.142862,-0.0859093,-2.37671e-07,-0.00129815,-0.000844133,155.082,2.5,155.082
-0.479996,0.142841,-0.08566,7.07304e-05,-0.00012114,0.00265928,22.5415,2.50001,22.5415
-0.455999,0.142898,-0.0856983,1.56637e-05,0.00055116,7.94236e-05,0.306001,2.5,0.306001
-0.431999,0.142888,-0.0857547,1.44039e-05,-6.50178e-05,-0.00130408,63.7594,2.5,63.7594
-0.408003,0.142871,-0.0858417,-5.71546e-05,0.000393994,-0.00222018,4.96355,2.5,4.96355
-0.38405,0.142944,-0.0860018,-0.000395912,0.00240138,-0.00404933,67.5893,2.5,67.5892
-0.359947,0.142867,-0.085753,0.00041809,0.000262142,-0.00065978,45.3227,2.5,45.3227
-0.335999,0.142763,-0.0858231,2.6573e-05,-0.000881898,-0.00136929,103.809,2.5,103.809
-0.311998,0.143019,-0.0857283,-0.000736716,0.00119547,0.000810305,33.2895,2.5,33.2895
-0.28801,0.142931,-0.085675,0.000551708,0.000391562,-1.57874e-05,32.6753,2.5,32.6754
-0.264063,0.142927,-0.0858148,-0.00119066,0.000243909,-0.000131494,78.0683,2.5,78.0682
-0.239924,0.14277,-0.0855696,0.00138884,-0.00121876,0.00141399,215.241,2.5,215.241
-0.216025,0.14274,-0.0857391,-0.000398735,-0.00226845,-5.50902e-05,167.841,2.5,167.841
-0.191977,0.142849,-0.0857443,0.000377169,-0.00051004,-0.000400902,336.357,2.5,336.356
-0.168033,0.143006,-0.0856999,-0.000495607,0.00272617,0.000499287,33.1239,2.5,33.1239
-0.144114,0.142853,-0.0857905,-0.00105448,-0.000176748,-0.00119301,6.84383,2.5,6.84383
-0.119856,0.142805,-0.0857542,0.00157047,-6.17977e-05,0.00034815,41.3971,2.50001,41.3973
-0.0960745,0.143003,-0.0856698,-0.000774116,0.00169947,0.000369277,23.829,2.5,23.829
-0.0719607,0.1428,-0.0857574,-0.000656287,-0.00234381,-0.000737394,1.90838,2.5,1.90838
-0.048136,0.142797,-0.0855511,9.09871e-05,-0.000165057,0.00206973,1.48151,2.5,1.48151
-0.0239708,0.142786,-0.085746,0.000289607,-0.00114132,0.000143115,29.7553,2.5,29.7553
0.000152029,0.142873,-0.0857212,0.00115813,-0.000201627,2.12655e-05,15.4789,1.795,11.1138
0.120002,0.142809,-0.0859605,1.48765e-05,-0.00034511,-0.00147551,1.40259,1.795,1.00706
0.240003,0.142801,-0.0858976,3.91098e-05,-0.0011672,-0.00131291,24.0055,1.795,17.236
0.360002,0.142803,-0.0857105,9.01082e-06,-0.00152763,0.00141812,6.18488,1.795,4.44073
0.480003,0.14289,-0.0858356,1.08316e-05,0.00108998,-0.000815592,2.36818,1.795,1.70035
0.600003,0.142868,-0.0858035,3.083e-05,-0.000442864,0.000166199,1.27263,1.795,0.91375
-0.576136,0.171276,-0.0856751,-0.00285256,-0.00190936,0.000838981,2.18393,2.5,2.18393
-0.551877,0.171486,-0.0858416,0.00253035,0.00131558,-0.000337657,4.40108,2.5,4.40108
-0.527993,0.171507,-0.0855641,0.000282634,0.00133079,0.000580137,0.750587,2.5,0.750587
-0.504001,0.171519,-0.0857639,-1.92454e-05,0.00108955,-0.000991111,34.9696,2.5,34.9696
-0.480043,0.171436,-0.0857654,-0.000525711,-0.00048784,-0.000894024,12.7667,2.5,12.7667
-0.45611,0.17138,-0.0856772,-0.000825377,-0.00208901,-0.0010539,112.115,2.5,112.115
-0.431846,0.171422,-0.0856299,0.00137026,-0.000209187,0.000885616,285.584,2.5,285.584
-0.408009,0.171497,-0.0856966,-0.0013582,0.00343684,0.000697904,100.717,2.5,100.717
-0.384093,0.171507,-0.0858198,-0.00011344,0.00116222,7.43107e-05,26.361,2.5,26.361
-0.359986,0.171442,-0.0858996,0.000244143,-0.000206999,-0.00213381,44.1529,2.5,44.1529
-0.335894,0.171555,-0.0856702,0.00141069,0.000846129,0.00043694,24.4021,2.5,24.4021
-0.312006,0.171522,-0.0857447,-6.92232e-05,0.000626116,-0.000619021,74.6676,2.5,74.6676
-0.288002,0.171448,-0.0856182,-1.33474e-05,0.000768101,0.00193611,367.585,2.5,367.585
-0.263996,0.171336,-0.0856329,3.66253e-05,-0.00104243,0.00130872,62.9697,2.5,62.9697
-0.240224,0.171436,-0.0850783,-0.00278518,-0.00036096,0.00639917,0.577189,2.5,0.577188
-0.215811,0.171384,-0.0857169,0.00249665,-0.00106597,0.000473748,31.0594,2.5,31.0594
-0.192033,0.171354,-0.0856253,-0.000425753,-0.000764724,0.00115336,56.4066,2.5,56.4066
-0.167992,0.171498,-0.0858751,0.000247158,0.000892564,-0.00198958,3.71381,2.5,3.71381
-0.143977,0.171254,-0.0856523,6.0844e-05,-0.0026103,0.000460912,1.73556,2.5,1.73556
-0.119972,0.170839,-0.0857028,0.000291963,-0.00355535,-0.000320155,3.72987,2.5,3.72987
-0.0959986,0.17157,-0.085766,2.58765e-05,0.00185611,-0.000177289,13.7999,2.5,13.7999
-0.0720039,0.171285,-0.0857449,-2.56125e-05,-0.0017632,-0.000697966,10.1635,2.5,10.1635
-0.0480045,0.171366,-0.0857567,-3.31783e-05,-0.000110483,-0.00031364,35.1821,2.5,35.1821
-0.0240341,0.171474,-0.0857438,-0.000277392,0.000339969,-0.000539211,0.595717,2.5,0.595717
