x,y,z,vx,vy,vz,rho,e,P,v_x,v_y,v_z,a_x,a_y,a_z,d_rho,d_e,d_P
-1.99565,-0.2,-0.2,-0.0394552,-6.44459e-320,-4.43671e-321,5112.65,4.99982,5112.47
-1.98942,-0.2,-0.2,-0.0366458,3.67881e-320,2.02567e-321,5112.69,5.00045,5113.15
-1.98475,-0.2,-0.2,0.0226897,-1.69267e-320,3.85371e-322,5113.7,5.00064,5114.36
-1.97927,-0.2,-0.2,-0.0600237,7.83588e-321,2.02567e-321,5113.84,4.99931,5113.13
-1.97276,-0.2,-0.2,0.0841887,3.1719e-321,-6.81811e-322,26610.2,4.9993,26606.5
-1.96808,-0.2,-0.2,-0.00558193,-5.19757e-321,6.81811e-322,26613.9,5.0004,26616
-1.96405,-0.2,-0.2,-0.0496284,4.39718e-321,-7.21336e-322,6.05195,5.00093,6.05307
-1.95902,-0.2,-0.2,-0.0352133,-1.41896e-320,-1.74899e-321,31797.7,5.00039,31800.2
-1.95244,-0.2,-0.2,0.0405476,2.91499e-321,2.47033e-321,209454,4.99964,209439
-1.94657,-0.2,-0.2,0.00844735,-4.94066e-322,0,177661,5.00034,177674
-1.94173,-0.2,-0.2,0.0156989,6.6106e-321,0,5.51164,5.00102,5.51276
-1.9371,-0.2,-0.2,-0.00737055,-8.23113e-321,0,7.04744,5.00071,7.04845
-1.93204,-0.2,-0.2,-0.0348592,6.22523e-321,-8.89318e-322,105067,5.00068,105081
-1.92628,-0.2,-0.2,0.0198175,5.79045e-321,8.89318e-322,128750,5.00063,128766
-1.9211,-0.2,-0.2,0.000826485,-1.665e-320,0,25302.2,5.00022,25303.4
-1.91545,-0.2,-0.2,0.0077888,-4.85172e-321,0,2180.77,4.99998,2180.76
-1.90937,-0.2,-0.2,0.000327571,1.96539e-320,0,699.272,5.00169,699.508
-1.90682,-0.2,-0.2,0.0100056,-1.1986e-320,0,136.434,5.00129,136.47
-1.90097,-0.2,-0.2,-0.0966595,-1.6571e-320,0,175.628,4.9978,175.551
-1.89306,-0.2,-0.2,0.100431,2.46835e-320,0,87.8263,4.9987,87.8034
-1.889,-0.2,-0.2,0.0181148,1.33595e-320,0,87.8214,5.00069,87.8336
-1.8843,-0.2,-0.2,-0.0211999,4.74303e-322,0,96901.3,5.00101,96920.9
-1.88035,-0.2,-0.2,-0.0482724,-2.00097e-320,0,96901.4,4.99987,96898.9
-1.87302,-0.2,-0.2,0.0126626,6.1363e-321,0,38589.6,4.99969,38587
-1.86805,-0.2,-0.2,0.00894023,1.59089e-320,0,168299,5.00133,168344
-1.86312,-0.2,-0.2,0.0277174,-5.7114e-321,0,204161,5.0012,204210
-1.85894,-0.2,-0.2,-0.0617417,-2.41104e-321,0,38848.6,4.99995,38848.2
-1.85245,-0.2,-0.2,0.00149752,-6.42285e-321,0,6107.81,4.99941,6107.1
-1.8465,-0.2,-0.2,0.0515123,9.20938e-321,0,2266.85,5.00053,2267.09
-1.84219,-0.2,-0.2,-0.0454673,8.3003e-322,0,2490.45,5.00125,2491.07
-1.83745,-0.2,-0.2,0.023806,-2.62843e-321,0,352.986,5.00078,353.041
-1.83211,-0.2,-0.2,-0.0298957,-1.61559e-320,0,130.206,5.00036,130.215
-1.82581,-0.2,-0.2,0.0420136,-4.14027e-321,0,216290,5.00006,216293
-1.82031,-0.2,-0.2,0.033309,1.35176e-320,0,617297,5.00016,617317
-1.81632,-0.2,-0.2,-0.0551251,-3.19166e-321,0,529455,5.00043,529500
-1.81043,-0.2,-0.2,-0.0106101,-1.36362e-321,0,147150,5.00056,147166
-1.80543,-0.2,-0.2,0.018751,1.23516e-320,0,9351.37,5.00117,9353.55
-1.80037,-0.2,-0.2,-0.0132908,-1.07509e-320,0,26871.4,5.00041,26873.6
-1.79453,-0.2,-0.2,-0.000342387,6.49202e-321,0,23652.4,4.99991,23652
-1.78889,-0.2,-0.2,0.00225149,8.49793e-322,0,12430,5.00176,12434.4
-1.78456,-0.2,-0.2,-0.00618688,1.6897e-321,0,8338.54,5.00249,8342.7
-1.77964,-0.2,-0.2,0.00547314,-2.11065e-320,0,2876.18,5.00067,2876.57
-1.77343,-0.2,-0.2,-0.00343513,4.80232e-321,0,971.24,4.99921,971.086
-1.76739,-0.2,-0.2,0.0316397,9.77262e-321,0,140.527,5.00095,140.554
-1.76337,-0.2,-0.2,0.00509167,8.1422e-321,0,5.24899,5.00134,5.2504
-1.75793,-0.2,-0.2,-0.0022623,-1.32657e-320,0,46597.3,5.00002,46597.5
-1.75229,-0.2,-0.2,-0.0168625,6.18076e-321,0,139668,5.00177,139718
-1.74824,-0.2,-0.2,-0.0444926,1.0494e-320,0,105864,5.00041,105873
-1.74163,-0.2,-0.2,0.0749647,-1.69168e-320,0,13450.5,4.99868,13446.9
