x,y,vx,vy,rho,e,P
0.0599991,0.0724115,-8.85392e-06,-2.24133e-05,21.1147,2.5,21.1147
0.0720005,0.0725814,5.59778e-06,0.000956328,25.9136,2.5,25.9136
0.0840003,0.0724131,2.81382e-06,4.20635e-07,40.4799,2.5,40.4799
0.0960004,0.0724036,2.72664e-06,-0.000131913,0.57241,2.5,0.57241
0.107999,0.0724075,-6.97997e-06,-0.000170196,10.6226,2.5,10.6226
0.12,0.0724796,4.09968e-06,0.000485966,10.6482,2.5,10.6482
0.132001,0.0724061,8.0929e-07,-0.000117936,322.051,2.5,322.051
0.143999,0.0724118,-6.79352e-06,-1.03785e-05,0.222227,2.5,0.222227
0.156,0.072414,4.66648e-06,2.96055e-06,27.7762,2.5,27.7762
0.168,0.0724775,6.06255e-06,0.00063883,142.593,2.5,142.593
0.18,0.0724133,3.66034e-06,-7.12081e-06,108.764,2.5,108.764
0.192,0.0724142,3.16074e-06,7.67579e-06,93.6559,2.5,93.6559
0.204,0.0724525,-4.72881e-06,0.000597639,1.03071,2.5,1.03071
0.216,0.0724133,-6.06355e-08,-1.04971e-05,224.377,2.5,224.377
0.228,0.0724131,-1.00006e-07,-1.2364e-05,231.985,2.5,231.985
0.24,0.0724413,-4.55276e-06,0.000322057,234.917,2.5,234.917
0.252,0.0724138,5.46904e-06,4.91277e-06,3.55819,2.5,3.55819
0.264,0.0724133,-3.98872e-06,-3.94596e-06,1.40773,2.5,1.40773
0.276,0.0724136,-3.98664e-06,-1.49366e-06,1.67808,2.5,1.67808
0.288,0.0724128,2.2116e-06,-1.14624e-05,94.2035,2.5,94.2035
0.3,0.0724039,6.22611e-06,-0.000307636,325.858,2.5,325.858
0.312,0.072438,-3.90261e-06,0.000493137,1509.95,2.5,1509.95
0.324,0.0724618,1.5598e-06,0.000598028,267.482,2.5,267.482
0.336,0.0724134,3.19608e-06,-8.6636e-06,1199.13,2.5,1199.13
0.348,0.0724281,-7.97652e-07,0.000151426,2279.23,2.5,2279.23
0.360001,0.0724156,1.48917e-05,1.85016e-05,16.6203,2.5,16.6203
0.372002,0.0724143,2.12057e-05,1.37996e-05,6.25915,2.5,6.25915
0.383999,0.0723967,-3.94359e-06,-0.000150299,528.174,2.5,528.174
0.396,0.0723738,-7.93392e-06,-0.000604538,2264.19,2.5,2264.19
0.408002,0.0724123,2.74315e-05,-2.50105e-05,1405.24,2.5,1405.24
0.420001,0.0724136,6.12334e-06,2.51975e-06,187.329,2.5,187.329
0.432,0.0724134,-1.9607e-07,-2.81946e-06,0.179359,2.5,0.179359
0.443999,0.0724145,-3.70493e-06,7.34388e-06,1405.6,2.5,1405.6
0.456001,0.0724058,5.126e-06,-6.30264e-05,415.684,2.5,415.684
0.468,0.0724134,2.93628e-06,-1.10513e-06,873.638,2.5,873.638
0.48,0.0724315,-3.57283e-06,0.000156506,417.911,2.5,417.911
0.492,0.072436,-5.20547e-06,0.000201246,464.576,2.5,464.576
0.504,0.0724136,1.93346e-06,5.81401e-06,8.34696,2.5,8.34696
0.516,0.0724344,3.31039e-06,0.000614276,45.68,2.5,45.68
0.528,0.0724154,-4.61529e-06,8.78657e-06,28.9841,2.5,28.9841
0.540001,0.0724687,4.71522e-06,0.000631075,18.9341,2.5,18.9341
0.551999,0.0722878,-8.57107e-06,-0.000554467,11.1858,2.5,11.1858
0.564,0.0724132,2.62117e-07,-3.19219e-06,62.148,2.5,62.148
0.575999,0.0724162,-1.38572e-06,1.98414e-05,199.277,2.5,199.277
0.588,0.0724032,8.54067e-07,-0.000117565,125.704,2.5,125.704
0.600002,0.0724199,1.73215e-05,0.000397452,168.972,1.795,121.322
0.66,0.0724404,0,0.000539197,4340.62,1.795,3116.56
0.72,0.0724404,0,0.000539197,4340.62,1.795,3116.56
0.78,0.0724404,0,0.000539197,4340.62,1.795,3116.56
0.84,0.0724404,0,0.000539197,4340.62,1.795,3116.56
0.9,0.0724404,0,0.000539197,4340.62,1.795,3116.56
0.96,0.0724404,0,0.000539197,4340.62,1.795,3116.56
1.02,0.0724404,0,0.000539197,4340.62,1.795,3116.56
1.08,0.0724404,0,0.000539197,4340.62,1.795,3116.56
1.14,0.0724404,0,0.000539197,4340.62,1.795,3116.56
1.2,0.0724404,0,0.000539197,4340.62,1.795,3116.56
0.0119981,0.0824785,-1.85588e-05,-0.0021029,0.563155,2.5,0.563154
0.0240007,0.0826252,7.85206e-06,-0.000825605,0.785484,2.5,0.785484
0.0359989,0.082791,-9.09064e-06,0.000284077,0.251534,2.5,0.251534
0.0480003,0.0827357,1.93513e-06,-0.000147643,4197.2,2.5,4197.2
0.0600002,0.0827585,4.46041e-06,-4.29331e-06,262.033,2.5,262.033
0.0720001,0.0827545,3.49604e-08,-0.000133072,36.4772,2.5,36.4772
0.0839994,0.0827572,-5.87749e-06,-1.28241e-05,0.788076,2.5,0.788076
0.0960007,0.0827703,4.49011e-06,0.00012961,2.16795,2.5,2.16795
0.108,0.0827641,-7.41743e-06,0.000157095,5.24853,2.5,5.24853
0.119908,0.0826949,-0.000595375,-0.000316942,5.30753,2.5,5.30753
0.132093,0.0827609,0.00060922,-2.97805e-06,322.051,2.5,322.051
0.144,0.0827614,-3.97512e-06,2.37035e-05,27.4406,2.5,27.4406
0.156,0.0827579,1.42234e-06,-1.55515e-05,112.78,2.5,112.78
0.168,0.0827198,1.97402e-07,-0.000358623,98.283,2.5,98.283
0.18,0.0827587,-6.95335e-07,-4.87577e-06,0.242096,2.5,0.242096
0.192,0.0827587,3.3723e-06,2.16821e-07,24.333,2.5,24.333
0.204,0.0827586,-6.21904e-06,2.59458e-06,0.817818,2.5,0.817818
0.216,0.0827589,-3.69756e-06,-3.07409e-06,7.45329,2.5,7.45329
0.228,0.0827593,9.14306e-07,1.28308e-05,1.02414,2.5,1.02414
0.240001,0.0827617,5.8317e-06,0.000285213,2.118,2.5,2.118
0.252,0.0827591,1.38086e-06,4.25823e-06,2.82566,2.5,2.82566
0.264,0.0827592,-3.76082e-06,5.51974e-06,0.745736,2.5,0.745736
0.275999,0.0827594,-1.03794e-05,1.17664e-05,0.474545,2.5,0.474545
0.288,0.082759,1.38508e-06,6.6996e-06,425.051,2.5,425.051
0.3,0.0827683,7.85408e-06,0.000306006,315.621,2.5,315.621
0.312,0.0827664,4.65095e-07,0.000109754,332.676,2.5,332.676
0.324,0.0827595,-4.18832e-06,1.24867e-05,174.374,2.5,174.374
0.336,0.082733,4.54868e-06,-0.000521186,1.13184,2.5,1.13184
0.348,0.0827595,-5.99198e-06,9.67503e-06,3294.98,2.5,3294.98
0.36,0.082759,6.78808e-06,5.89721e-06,9.20697,2.5,9.20697
0.372,0.0827596,1.70782e-07,6.96701e-06,5.99171,2.5,5.99171
0.383999,0.0827753,-6.26497e-06,0.000142053,1251.93,2.5,1251.93
0.395999,0.0828007,-1.92128e-05,0.000631232,601.585,2.5,601.585
0.408001,0.0827596,7.34619e-06,5.26068e-06,130.406,2.5,130.406
0.42,0.0827348,5.61959e-07,-0.000353612,76.874,2.5,76.874
0.431999,0.0827588,-7.21645e-06,3.14395e-06,0.657591,2.5,0.657591
0.444,0.0827596,-4.27339e-06,3.10007e-06,2404.75,2.5,2404.75
0.456,0.0827735,2.73787e-06,0.000146599,2536.84,2.5,2536.84
0.468,0.082758,1.94882e-07,-2.45696e-05,411.524,2.5,411.524
0.48,0.0827736,1.74538e-06,1.64446e-05,2696.58,2.5,2696.58
0.492,0.0827089,-3.97912e-06,-0.000617214,1347.85,2.5,1347.85
0.504,0.0827451,7.00767e-06,-0.000336207,12.6207,2.5,12.6207
0.516,0.0827405,-1.31477e-06,-0.000147224,166.86,2.5,166.86
0.528,0.0826465,-2.46492e-06,-0.00115683,95.5915,2.5,95.5915
0.54,0.0827557,1.49305e-06,-0.000212251,28.3468,2.5,28.3468
0.552,0.0828908,1.69418e-06,0.000644034,64.1652,2.5,64.1652
0.564,0.0827593,-1.69738e-06,5.19354e-06,5.29444,2.5,5.29444
0.576001,0.0827573,4.15445e-06,-1.42044e-05,38.415,2.5,38.415
0.587999,0.0827658,-4.70345e-06,9.17742e-05,136.297,2.5,136.297
0.600001,0.0827504,1.04975e-05,-7.30679e-05,168.989,1.795,121.334
0.66,0.0827579,0,-0.000184338,185.812,1.795,133.413
0.72,0.0827579,0,-0.000184338,185.812,1.795,133.413
0.78,0.0827579,0,-0.000184338,185.812,1.795,133.413
0.84,0.0827579,0,-0.000184338,185.812,1.795,133.413
0.9,0.0827579,0,-0.000184338,185.812,1.795,133.413
0.96,0.0827579,0,-0.000184338,185.812,1.795,133.413
1.02,0.0827579,0,-0.000184338,185.812,1.795,133.413
1.08,0.0827579,0,-0.000184338,185.812,1.795,133.413
1.14,0.0827579,0,-0.000184338,185.812,1.795,133.413
1.2,0.0827579,0,-0.000184338,185.812,1.795,133.413
0.0119771,0.0933827,-0.000132118,0.00187276,337.383,2.5,337.383
0.0240205,0.0931407,0.000109309,0.000216668,0.285299,2.5,0.285299
0.036,0.0931149,1.45723e-06,6.11996e-05,2.85772,2.5,2.85772
0.0480005,0.093125,4.43654e-06,0.000137253,4197.07,2.5,4197.07
0.0600009,0.0931048,5.01973e-06,1.35327e-05,262.045,2.5,262.045
0.0720002,0.0931081,2.87779e-06,0.000134201,82.517,2.5,82.517
0.0839991,0.093104,-9.04215e-06,2.06613e-06,1840.02,2.5,1840.02
0.0959996,0.0931039,-2.63925e-06,1.12138e-05,5691.81,2.5,5691.81
0.108,0.0931049,6.58132e-06,1.86125e-05,2291.39,2.5,2291.39
0.119947,0.0932,-0.000598181,0.00063242,0.478957,2.5,0.478957
0.132052,0.0931085,0.00059301,0.000119462,0.131976,2.5,0.131976
0.144,0.0931029,9.20812e-07,-1.06553e-05,8.21881,2.5,8.21881
0.156,0.0931043,3.74423e-06,1.09848e-05,40.8714,2.5,40.8714
0.168,0.0931424,-1.87126e-06,0.000360203,0.240518,2.5,0.240518
0.18,0.0931034,2.4469e-06,-6.96353e-08,0.938021,2.5,0.938021
0.192,0.0930916,-6.66701e-07,-0.000618458,0.369631,2.5,0.36963
0.204,0.0930794,2.34072e-06,-0.000612588,273.191,2.5,273.191
0.216,0.0930985,3.43e-06,-0.000593059,268.469,2.5,268.469
0.228,0.0931031,1.04478e-06,-5.06629e-06,268.409,2.5,268.409
0.24,0.0931036,-2.12703e-06,2.33765e-06,2.82147,2.5,2.82147
0.252,0.0930923,-1.96634e-06,-0.00013622,1.93087,2.5,1.93087
0.264,0.0931033,1.6928e-06,-2.19109e-06,0.515951,2.5,0.515951
0.276,0.093103,2.40342e-06,-7.63064e-06,12.1566,2.5,12.1566
0.288,0.0931037,-1.23097e-06,-0.000106903,525.119,2.5,525.119
0.3,0.0931034,1.59888e-06,-4.87854e-06,635.643,2.5,635.643
0.312,0.0931035,7.75192e-08,2.88809e-06,191.861,2.5,191.861
0.324,0.093103,-6.06916e-06,-6.8263e-06,317.973,2.5,317.973
0.335992,0.0931145,-0.00017099,0.000227056,2182.95,2.5,2182.95
0.348009,0.0931038,0.000176472,6.78538e-06,2241.85,2.5,2241.85
0.36,0.0931025,-7.09995e-06,-1.06137e-05,1536.55,2.5,1536.55
0.372,0.0931028,5.11404e-06,-9.33413e-06,14.5114,2.5,14.5114
0.384,0.0931029,1.09564e-06,7.15273e-07,1251.93,2.5,1251.93
0.396,0.0931023,-8.67365e-06,-8.01699e-06,64.2222,2.5,64.2222
0.407998,0.0930733,-2.5332e-05,-0.000655779,57.7676,2.5,57.7676
0.419997,0.0930868,-5.47231e-05,-0.000242706,614.576,2.5,614.576
0.432004,0.0931034,6.99124e-05,-1.5833e-06,297.115,2.5,297.115
0.444,0.0931038,-1.01998e-06,3.60813e-06,2625.6,2.5,2625.6
0.456,0.0931116,-5.68949e-06,0.000203952,394.202,2.5,394.202
0.467997,0.0930649,-1.39205e-05,-0.00033813,997.293,2.5,997.293
0.479951,0.0931053,-0.000606105,2.02998e-05,1470.46,2.5,1470.46
0.492048,0.0931394,0.000592368,0.000449236,3874.97,2.5,3874.97
0.504001,0.0930923,9.24626e-06,-0.000269746,975.457,2.5,975.457
0.516,0.0931086,-1.06559e-06,1.0043e-05,100.253,2.5,100.253
0.527998,0.0932158,-1.10015e-05,0.00116137,8.35035,2.5,8.35035
0.53999,0.0930784,-8.80954e-05,-1.91983e-05,11.3321,2.5,11.3321
0.552012,0.0930516,9.88818e-05,-0.000571439,64.1703,2.5,64.1702
0.563999,0.0931034,-3.68385e-06,4.52477e-06,5.29444,2.5,5.29444
0.575999,0.0929989,-4.52221e-06,-0.000597423,349.859,2.5,349.859
0.588,0.0930494,-2.68613e-06,-0.000580363,992.319,2.5,992.319
0.600002,0.0931116,1.90048e-05,6.32501e-05,294.696,1.795,211.592
0.66,0.0931047,0,0.000190561,308.203,1.795,221.29
0.72,0.0931047,0,0.000190561,308.203,1.795,221.29
0.78,0.0931047,0,0.000190561,308.203,1.795,221.29
0.84,0.0931047,0,0.000190561,308.203,1.795,221.29
0.9,0.0931047,0,0.000190561,308.203,1.795,221.29
0.96,0.0931047,0,0.000190561,308.203,1.795,221.29
1.02,0.0931047,0,0.000190561,308.203,1.795,221.29
1.08,0.0931047,0,0.000190561,308.203,1.795,221.29
1.14,0.0931047,0,0.000190561,308.203,1.795,221.29
1.2,0.0931047,0,0.000190561,308.203,1.795,221.29
0.011999,0.103483,-8.77401e-06,0.000410816,2596.8,2.5,2596.8
0.0239997,0.103545,-4.38411e-06,0.000612013,1198.13,2.5,1198.13
0.0360004,0.103449,6.09141e-06,-4.80737e-06,3.43174,2.5,3.43174
0.0479997,0.103426,-5.29622e-07,-0.000176384,5.55981,2.5,5.55981
0.0599956,0.103448,-9.9021e-05,-2.47646e-06,9.08332,2.5,9.08332
0.0720038,0.103428,8.32481e-05,-0.000332906,67.1646,2.5,67.1646
0.0840008,0.10345,1.4823e-05,4.82781e-06,2943.05,2.5,2943.05
0.0959999,0.103449,1.7551e-06,9.57346e-06,2391.84,2.5,2391.84
0.107999,0.103429,-9.93311e-06,-0.000584338,0.522153,2.5,0.522153
0.120001,0.10343,8.86566e-06,-0.000229253,0.3646,2.5,0.3646
0.132,0.103449,7.35792e-06,6.98938e-06,229.787,2.5,229.787
0.143999,0.103449,-8.15302e-06,1.40225e-05,6.94383,2.5,6.94383
0.156,0.103448,7.76849e-07,-4.71656e-06,12.3485,2.5,12.3485
0.168,0.103448,-5.5804e-06,-6.66107e-06,6.05115,2.5,6.05115
0.18,0.103447,-4.8277e-06,-8.00855e-06,0.424341,2.5,0.424341
0.192,0.103448,3.99014e-06,5.27049e-06,0.800109,2.5,0.800109
0.204,0.103473,-0.000583547,0.00060711,162.087,2.5,162.087
0.216,0.103453,0.000580309,0.000592778,2013.44,2.5,2013.44
0.228,0.103448,1.02749e-05,-9.71498e-06,324.528,2.5,324.528
0.24,0.103448,7.03164e-06,-9.92434e-06,12.9503,2.5,12.9503
0.252,0.103459,1.40066e-07,0.000133612,13.1949,2.5,13.1949
0.264,0.103448,9.29384e-07,-7.13513e-07,13.5978,2.5,13.5978
0.276,0.103448,-4.14402e-07,-3.08439e-06,12.1571,2.5,12.1571
0.288,0.103448,-5.43149e-06,0.000103665,532.763,2.5,532.763
0.3,0.103448,3.95211e-06,4.10647e-06,226.755,2.5,226.755
0.312,0.103447,2.52609e-06,-1.47219e-05,648.107,2.5,648.107
0.324,0.103438,1.79466e-06,-0.000507046,1473.7,2.5,1473.7
0.336,0.103463,3.86806e-06,0.000301032,286.919,2.5,286.919
0.348,0.103448,-5.19593e-06,-4.41016e-06,3.12458,2.5,3.12458
0.36,0.103448,-3.27182e-06,-2.00918e-06,3196.17,2.5,3196.17
0.372,0.103448,3.93909e-06,1.76572e-06,359.011,2.5,359.011
0.384,0.103448,1.82912e-06,-6.32019e-06,2.06538,2.5,2.06538
0.396,0.103448,-3.39471e-06,5.85335e-06,1966.6,2.5,1966.6
0.408,0.103457,-1.03357e-05,0.000460633,111.633,2.5,111.633
0.420002,0.10349,2.25254e-05,0.000602985,715.501,2.5,715.501
0.432,0.103448,8.62616e-06,-4.49373e-06,854.754,2.5,854.754
0.444,0.103447,-4.98211e-06,-9.53545e-06,1575.22,2.5,1575.22
0.455991,0.103448,-5.09179e-05,3.22397e-06,1.91091,2.5,1.91091
0.467976,0.103469,-0.00018907,-0.000292865,1385.65,2.5,1385.65
0.480035,0.103456,0.000257413,0.00013505,216.006,2.5,216.006
0.492,0.103462,2.02671e-06,0.000176254,975.631,2.5,975.631
0.504,0.103474,2.03399e-06,0.000611523,112.648,2.5,112.648
0.515996,0.10346,-0.000101768,0.000122127,32.7799,2.5,32.7799
0.528003,0.103449,8.05717e-05,2.92954e-06,3996.78,2.5,3996.78
0.54,0.103475,-2.57995e-06,0.000226354,0.629003,2.5,0.629003
0.552,0.103502,2.95758e-06,0.00058789,4.74387,2.5,4.74387
0.564,0.103428,-1.7043e-06,-0.000172415,298.791,2.5,298.791
0.576,0.103554,1.85784e-06,0.00060999,520.363,2.5,520.363
0.587999,0.103458,-5.29835e-06,-1.20419e-05,752.864,2.5,752.864
0.600002,0.103424,1.79346e-05,-0.000138634,26.2016,1.795,18.8127
0.66,0.103446,0,-1.12966e-05,294.526,1.795,211.47
0.72,0.103446,0,-1.12966e-05,294.526,1.795,211.47
0.78,0.103446,0,-1.12966e-05,294.526,1.795,211.47
0.84,0.103446,0,-1.12966e-05,294.526,1.795,211.47
0.9,0.103446,0,-1.12966e-05,294.526,1.795,211.47
0.96,0.103446,0,-1.12966e-05,294.526,1.795,211.47
1.02,0.103446,0,-1.12966e-05,294.526,1.795,211.47
1.08,0.103446,0,-1.12966e-05,294.526,1.795,211.47
1.14,0.103446,0,-1.12966e-05,294.526,1.795,211.47
1.2,0.103446,0,-1.12966e-05,294.526,1.795,211.47
0.0119988,0.113801,-1.22503e-05,0.000281832,1067.85,2.5,1067.85
0.0240002,0.113794,-1.70442e-06,8.32658e-06,5.49019,2.5,5.49019
0.0359874,0.113792,-0.000567895,-2.37597e-06,47.4378,2.5,47.4378
0.0480121,0.113768,0.000567783,-0.000390644,15.8693,2.5,15.8693
0.0599995,0.113793,-4.44733e-06,1.86999e-06,33.3827,2.5,33.3827
0.0720006,0.113814,2.03204e-06,0.000338209,8.80193,2.5,8.80193
0.0839998,0.113792,9.94129e-07,-1.28872e-05,1733.67,2.5,1733.67
0.0960004,0.113792,6.20242e-06,-9.06822e-06,0.695194,2.5,0.695194
0.107996,0.11381,-2.79783e-05,0.000566991,0.371215,2.5,0.371215
0.119947,0.113722,-0.00059366,-0.000655133,278.566,2.5,278.565
0.132054,0.113793,0.000602862,2.99854e-07,1081.67,2.5,1081.67
0.144,0.113781,-3.67048e-06,-0.000174732,281.782,2.5,281.782
0.156,0.113794,-3.81916e-06,1.37678e-05,2.16665,2.5,2.16665
0.168,0.113794,-2.12981e-06,1.10654e-05,47.5271,2.5,47.5271
0.18,0.113794,1.63396e-06,5.89342e-06,0.936703,2.5,0.936703
0.192,0.113804,2.66638e-06,0.000611827,44.9032,2.5,44.9032
0.204,0.113793,-3.55831e-06,1.13675e-05,161.552,2.5,161.552
0.216,0.113793,-5.46322e-06,1.0544e-05,323.189,2.5,323.189
0.228,0.113793,4.0891e-06,1.01992e-05,353.865,2.5,353.865
0.24,0.113793,-6.54214e-06,1.09857e-06,8.2031,2.5,8.2031
0.251993,0.113793,-6.36015e-05,-6.63362e-06,91.8306,2.5,91.8306
0.264,0.113793,-2.04146e-06,-4.90583e-06,11.7836,2.5,11.7836
0.276,0.113793,4.10893e-06,2.88267e-06,0.51851,2.5,0.51851
0.288,0.113794,-1.47919e-06,8.3804e-06,429.65,2.5,429.65
0.3,0.113793,1.3228e-06,-7.79804e-06,1.18766,2.5,1.18766
0.312,0.113793,-9.07992e-06,1.43946e-06,0.65069,2.5,0.65069
0.324,0.113744,2.44749e-06,-0.000669089,413.461,2.5,413.461
0.335999,0.113793,-3.05217e-06,-7.73116e-06,1306.8,2.5,1306.8
0.348008,0.113792,9.29692e-05,-1.7958e-05,737.931,2.5,737.931
0.36,0.113793,-3.06849e-06,2.82827e-06,2656.56,2.5,2656.56
0.372,0.113793,-5.33797e-07,-3.59072e-06,1882.76,2.5,1882.76
0.384,0.113793,2.98114e-06,1.95376e-06,227.578,2.5,227.578
0.396,0.113793,5.46852e-06,-1.50704e-05,1423.01,2.5,1423.01
0.407999,0.113812,-9.6015e-06,0.000172878,543.83,2.5,543.83
0.420001,0.113793,3.19302e-06,9.66603e-06,207.968,2.5,207.968
0.432,0.113793,-3.6216e-06,6.44033e-07,425.238,2.5,425.238
0.444,0.113794,-5.74523e-07,6.07945e-06,732.502,2.5,732.502
0.456,0.113793,2.60586e-06,-9.67367e-06,1363.58,2.5,1363.58
0.468,0.113808,-9.75678e-06,0.000624815,7054.02,2.5,7054.02
0.480001,0.113794,1.4617e-05,4.05323e-06,2289.3,2.5,2289.3
0.492,0.113778,2.86311e-06,-0.000345896,404.176,2.5,404.176
0.503999,0.113793,-8.6897e-06,-3.50746e-06,31.9891,2.5,31.9891
0.51599,0.113776,-0.000193702,-0.000359146,0.772705,2.5,0.772705
0.528012,0.113793,0.000225153,8.17785e-06,3996.69,2.5,3996.69
0.539999,0.113794,-3.76242e-06,3.79628e-08,6.30022,2.5,6.30022
0.552,0.113793,-2.03287e-06,-3.28877e-06,20.853,2.5,20.853
0.564001,0.113814,9.87081e-06,0.000170912,1071.33,2.5,1071.33
0.576,0.113793,1.74922e-05,-1.81691e-05,2752.97,2.5,2752.97
0.587999,0.113838,-7.29054e-07,0.000594219,183.531,2.5,183.531
0.600002,0.113819,9.94664e-06,0.000150417,7.53961,1.795,5.41344
0.66,0.113733,0,-0.000718106,1.70708,1.795,1.22569
0.72,0.113733,0,-0.000718106,1.70708,1.795,1.22569
0.78,0.113733,0,-0.000718106,1.70708,1.795,1.22569
0.84,0.113733,0,-0.000718106,1.70708,1.795,1.22569
0.9,0.113733,0,-0.000718106,1.70708,1.795,1.22569
0.96,0.113733,0,-0.000718106,1.70708,1.795,1.22569
1.02,0.113733,0,-0.000718106,1.70708,1.795,1.22569
1.08,0.113733,0,-0.000718106,1.70708,1.795,1.22569
1.14,0.113733,0,-0.000718106,1.70708,1.795,1.22569
1.2,0.113733,0,-0.000718106,1.70708,1.795,1.22569
0.0119988,0.124137,-9.82799e-06,-1.00469e-05,1.02976,2.5,1.02976
0.0239999,0.124137,-1.35458e-06,-9.94644e-06,6.89806,2.5,6.89806
0.0359999,0.124139,-4.47315e-06,1.55478e-05,4.65531,2.5,4.65531
0.0479996,0.124127,-6.5808e-06,-3.61515e-05,5.99095,2.5,5.99095
0.060001,0.124099,1.58206e-05,-0.000594767,4.95145,2.5,4.95145
0.0719998,0.124123,-4.1487e-06,-7.74936e-05,1.65289,2.5,1.65289
0.0839991,0.124118,-9.22401e-06,-0.000577378,1043.92,2.5,1043.92
0.0960008,0.124137,9.37411e-06,-1.97732e-06,2.57123,2.5,2.57123
0.108,0.124138,-4.82157e-07,-1.4146e-06,0.202722,2.5,0.202722
0.120002,0.124172,1.75129e-05,0.000439338,0.254718,2.5,0.254718
0.132001,0.124137,6.0063e-06,-6.90885e-06,508.591,2.5,508.591
0.143999,0.124138,-5.57291e-06,-0.000273826,1.5162,2.5,1.5162
0.156,0.124137,2.69094e-06,-2.12322e-06,0.726732,2.5,0.726732
0.167995,0.124137,-0.000203329,-6.00135e-06,61.3507,2.5,61.3507
0.180004,0.124138,0.000198458,-3.60674e-07,44.2174,2.5,44.2174
0.192,0.124138,2.09578e-06,-6.1862e-06,142.897,2.5,142.897
0.204,0.124137,1.66325e-06,-2.18462e-05,82.5063,2.5,82.5063
0.216,0.124137,-1.26215e-06,-9.43491e-06,167.048,2.5,167.048
0.228,0.12413,3.09489e-06,-0.000634143,226.71,2.5,226.71
0.24,0.124138,4.17042e-07,5.88971e-06,8.2015,2.5,8.2015
0.252,0.124138,-3.22118e-06,6.63756e-06,12.5156,2.5,12.5156
0.264,0.124138,1.55993e-06,2.14935e-06,2586.31,2.5,2586.31
0.276,0.124116,-3.91644e-06,-0.000597006,0.56682,2.5,0.56682
0.288,0.124134,2.04429e-06,-0.000616859,3.3746,2.5,3.3746
0.3,0.124138,-4.03233e-06,-7.80219e-07,0.800416,2.5,0.800416
0.312,0.124138,5.30917e-06,3.94941e-06,4.26516,2.5,4.26516
0.324,0.124189,-5.68219e-06,0.00104929,2062.39,2.5,2062.39
0.33599,0.124138,-0.000232162,1.33015e-05,7794.26,2.5,7794.26
0.34801,0.124127,0.000220027,-0.000119408,762.786,2.5,762.786
0.359986,0.124137,-0.000177742,-4.79643e-06,6035.38,2.5,6035.38
0.372013,0.124136,0.000171186,-0.000183002,943.649,2.5,943.649
0.384001,0.124137,1.09833e-05,-4.03921e-06,330.163,2.5,330.163
0.396,0.124139,-4.4458e-08,2.16192e-05,236.473,2.5,236.473
0.408,0.124134,-3.35588e-06,-0.000131512,3.04284,2.5,3.04284
0.42,0.124137,-2.48445e-06,-7.84429e-06,3.04287,2.5,3.04287
0.432,0.124139,1.62809e-06,1.00797e-05,237.981,2.5,237.981
0.444,0.124138,3.50934e-06,7.22301e-06,436.514,2.5,436.514
0.456,0.124139,1.29598e-06,1.06619e-05,78.4599,2.5,78.4599
0.467999,0.124119,-6.71855e-06,-0.000136628,2215.08,2.5,2215.08
0.48,0.124138,-3.66823e-07,5.07938e-06,1147.11,2.5,1147.11
0.492,0.124141,1.81659e-06,-0.00024406,2342.18,2.5,2342.18
0.504,0.124137,3.07499e-06,-1.06455e-05,0.46309,2.5,0.46309
0.516,0.124137,-4.46039e-06,-0.000326401,2.87582,2.5,2.87582
0.528001,0.124138,6.69192e-06,1.2383e-06,0.450796,2.5,0.450796
0.539999,0.124038,-5.70833e-06,-0.000622209,3668.21,2.5,3668.21
0.552001,0.124138,5.89299e-06,-2.13458e-06,818.274,2.5,818.274
0.564,0.124137,-1.8779e-05,1.3251e-05,2734.23,2.5,2734.23
0.576,0.124131,2.41275e-06,-0.000197043,643.417,2.5,643.417
0.587999,0.124085,-1.80285e-06,-0.00059717,2449.46,2.5,2449.46
0.600001,0.124134,8.46219e-06,-0.000168804,26.0985,1.795,18.7387
0.66,0.124197,0,0.000721368,2.47146,1.795,1.77451
0.72,0.124197,0,0.000721368,2.47146,1.795,1.77451
0.78,0.124197,0,0.000721368,2.47146,1.795,1.77451
0.84,0.124197,0,0.000721368,2.47146,1.795,1.77451
0.9,0.124197,0,0.000721368,2.47146,1.795,1.77451
0.96,0.124197,0,0.000721368,2.47146,1.795,1.77451
1.02,0.124197,0,0.000721368,2.47146,1.795,1.77451
1.08,0.124197,0,0.000721368,2.47146,1.795,1.77451
1.14,0.124197,0,0.000721368,2.47146,1.795,1.77451
1.2,0.124197,0,0.000721368,2.47146,1.795,1.77451
0.0119991,0.134484,-1.08217e-05,3.80971e-06,86.3576,2.5,86.3576
0.0239997,0.134437,-1.67186e-06,-0.000304257,301.867,2.5,301.867
0.0360007,0.134469,8.85807e-06,-0.000613207,128.317,2.5,128.317
0.0479997,0.134542,-3.724e-06,0.000599818,1840.43,2.5,1840.43
0.0599992,0.134439,-8.59799e-06,1.42826e-05,1.56526,2.5,1.56526
0.0720004,0.134484,2.65497e-06,-9.05188e-07,4.66163,2.5,4.66163
0.0840007,0.134488,7.10792e-06,2.27867e-08,2.50025,2.5,2.50025
0.0959997,0.134484,-2.38287e-06,9.47645e-06,4.93577,2.5,4.93577
0.107925,0.134483,-0.00060919,2.79337e-06,1.04032,2.5,1.04032
0.120074,0.134451,0.000599954,-0.000270753,20.9265,2.5,20.9265
0.132001,0.134462,-1.83188e-06,-0.000190914,381.076,2.5,381.076
